company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
,Creative - Copywriting,Senior Copywriter,"135,000",USD,Female,White,Heterosexual,6,USA,New York,External,,,,,
Multiple (freelance),Creative - Copywriting,Senior Copywriter,"220,000-250,000 (85/hr, freelance, multiple clients)",USD,Male,White,Heterosexual,10,USA,New York area,Freelance/contractor,,,,,
PR/Creative Agency,Creative - Copywriting,Senior Copywriter,"90,000",,Cis,Mixed race,Heterosexual,7.5,USA,New York City,External,,,,,
Droga5,Creative - Copywriting,Senior copywriter,"150,000",,Female,Poc,,7,USA,Nyc,,,,,,
mcgarrybowen,Creative - Copywriting,Senior Copywriter,"$110,000",,female,black,Heterosexual,6,USA,NYC,In-house,,,,,
McCann,Creative - Copywriting,Senior Copywriter,90000,USD,Female,,,7,USA,NYC,,,,,,
,Creative - Copywriting,Senior Copywriter,$165k,USD,Male,White,Het,9,USA,NYC,In-house,,,,,
R/GA,Creative - Copywriting,Senior Copywriter,"$118,000",USD,Female,Hispanic,Heterosexual,8,USA,NYC,In-house,,,,,
BETC Paris,Creative - Copywriting,Senior Copywriter,"88,000 USD",,Male,Caucasian,Heterosexual,8,France,"Paris, France",,,,,,
,Creative - Copywriting,Senior Copywriter,185000,,Male,White,Heterosexual,10,USA,Portland,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"120,000",USD,Female,White,Heterosexual,10,USA,Portland,External,,,,,
,Creative - Copywriting,Senior Copywriter,"$110,000",,Female,Asian,,10,USA,San Francisco,External,,,,,
,Creative - Copywriting,Senior Copywriter,"$110,000",,Female,Asian,,10,USA,San Francisco,External,,,,,
,Creative - Copywriting,Senior Copywriter,"80,000",USD,Male,Asian,Heterosexual,8,USA,San Francisco,External,,,,,
DDB,Creative - Copywriting,Senior Copywriter,"130,000",USD,male,white,Heterosexual,5,USA,San francisco,External,,,,,
T-Mobile,Creative - Copywriting,Senior Copywriter,"105,000",USD,Female,White,Heterosexual,7,USA,Seattle,In-house,,,,,
Carbon Interactive,Creative - Copywriting,Senior Copywriter,"Singapore $4,000",,Female,Malay,Heterosexual,4,,Singapore,In-house,,,,,
HLK,Creative - Copywriting,Senior Copywriter,"$85,000",USD,Female,White,Cis,11,USA,St. Louis,In-house,,,,,
Dell Blue,Creative - Copywriting,Senior Copywriter,"76,000",,Female,White,Heterosexual,5,USA,Texas,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"72,000",MYR,Female,Chinese,Heterosexual,5,Malaysia,Kuala Lumpur,External,,,,,
Grey,Creative - Copywriting,Senior Copywriter,"105,000",USD,Female,White,Heterosexual,8,USA,New York,External,,,,,
DDB,Creative - Copywriting,Senior Copywriter,"120,000",USD,Male,White,Heterosexual,5,USA,"New York, NY",,,,,,
Freelance,Creative - Copywriting,Senior Copywriter,$800 CAD/day,CAD,Heterosexual,Caucasian,Heterosexual,10,Canada,Toronto,Freelance,,,,,
,Creative - Copywriting,Senior Copywriter,105000,USD,FEMALE,WHITE,Heterosexual,9,USA,NASHVILLE,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"120,000",USD,Male,White,Heterosexual,7,USA,Boston,,,,,,
,Creative - Copywriting,Senior Copywriter,"90,000",USD,Female,White,Heterosexual,7,USA,New York,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"100,000",USD,Male,White,Heterosexual,5,USA,New York,External,,,,,
MGA Entertainment,Creative - Copywriting,Senior Copywriter,"78,900",USD,Male,White/Caucasian,Heterosexual,9,United States,Los Angeles,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,40000,GBP,Female,White British,Heterosexual,10,UK,London,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"$88,000","Canadian. I mean, come on.",Female,White,Heterosexual,7,Canada. Thanks for excluding us.,Toronto,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,95000,USD,Female,White,Bisexual,6,United States,New York,Agency,,,,,
,Creative - Copywriting,Senior Copywriter,90000,USD,Female,Latinx,Heterosexual,14,United States,New York,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"110,000",USD,Female,White,Heterosexual,8,United States,San Francisco,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"59,590",USD,,White,Heterosexual,4,United States,St. Louis,External,,,,,
,Creative - Copywriting,Senior Copywriter,"95,000",USD,Male,White,Ace,4,United States,Los Angeles,External,,,,,
McCann,Creative - Copywriting,Senior Copywriter,"110,000",USD,Male,Latinx,Gay,6,United States,New York,External,,,,,
,Creative - Copywriting,senior copywriter,93000,USD,male,,,6,United States,Boston,External,,,,,
,Creative - Copywriting,Senior Copywriter,"115,000",USD,Cis Female,White,Heterosexual,9,United States,New York,,,,,,
,Creative - Copywriting,Senior Copywriter,"75,000",USD,Male,White,Heterosexual,5,United States,Los Angeles,External,,,,,
,Creative - Copywriting,Senior Copywriter,"$90,000",USD,Female,Mixed. White/black.,Heterosexual,4,United States,Los Angeles,In-house,,,,,
Rauxa,Creative - Copywriting,Senior Copywriter,"100,000",USD,Female,Mixed race - kind of fucked up that that's not an option. Is anyone 100% of anything?,Bisexual,7,United States,New York,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,100000,USD,Male,,Heterosexual,5,United States,New York,,,,,,
,Creative - Copywriting,Senior Copywriter,"USD 18,800 (960,000 PHP)",PHP,Gay Male,Asian,Gay,7,Philippines,Manila,External,,,,,
,Creative - Copywriting,Senior Copywriter,9000000,Rupiah,female,Asian,Heterosexual,4,indonesia,Jakarta,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,90000,USD,Female,White,Heterosexual,5,United States,Atlanta,External,4,,,,
Fitness e-commerce site,Creative - Copywriting,Senior Copywriter,"67,000",USD,M,White,Heterosexual,9,United States,Boise,In-house,5,,,,
FCB,Creative - Copywriting,Senior Copywriter,115000,USD,Male,White,Heterosexual,4,United States,San Francisco,External,2,,,,
,Creative - Copywriting,Senior copywriter,$5933/annum,USD,Female,Black,Heterosexual,2,Nigeria,Lagos,In-house,1,,,,
,Creative - Copywriting,Senior copywriter,46000,GBP,female,White,Bisexual,5,UK,London,External,4,,,,
a well-known one,Creative - Copywriting,Senior Copywriter,8000,MYR,Female,Chinese,Heterosexual,5,Malaysia,Kuala Lumpur,In-house,1,Yes,0,8,2
,Creative - Copywriting,Senior Copywriter,25000 usd,USD,male,Caucasian,Heterosexual,14,Russia,Moscow,In-house,8,No,0,1,8
BETC/HAVAS Sao Paulo,Creative - Copywriting,Senior Copywriter,7000 BRL,BRL,Male,Latinx,Heterosexual,15,Brazil,Sao Paulo,In-house,10,No,1,0,2
,Creative - Copywriting,Senior Copywriter,110000,USD,Male,White,Heterosexual,21,United States,New York,,6,No,0,0,0
,Creative - Copywriting,Senior Copywriter,"85,000",USD,Male,Asian,Queer,11,United States,New York,,6,No,0,1,1
Huge,Creative - Copywriting,Senior Copywriter,"110,000",USD,Female,Black,,4,United States,New York,External,2,Yes,0,1,1
Wunderman Thompson,Creative - Copywriting,Senior Copywriter,"70,000",USD,Female,White,Heterosexual,5,United States,Washington DC,In-house,3,No,0,0,0
,Creative - Copywriting,Senior Copywriter,"82,000",USD,Femalw,White,Heterosexual,5,United States,Los Angeles,External,5,No,3,1,4
,Creative - Copywriting,Senior Copywriter,"105,000",USD,Female,Hispanic,,7,USA,Chicago,,,,,,
McGarryBowen,Creative - Copywriting,Senior Copywriter,"95,000",USD,Male,White,Heterosexual Cis-Male,6,USA,Chicago,External,,,,,
,Creative - Copywriting,Senior Copywriter,"110,000",USD,Male,White,Heterosexual,11,USA,Chicago,In-house,,,,,
Verizon,Creative - Copywriting,Senior Copywriter,"$105,000",,Female,White,Pan,8,USA,New York,In-house,,,,,
,Creative - Copywriting,Senior copywriter,"125,000",,Female,Hispanic and white,,5,USA,New York,,,,,,
,Creative - Copywriting,Senior Copywriter,"140,000",,Male,White,Heterosexual,8,USA,New York,External,,,,,
Purpose,Creative - Copywriting,Senior Copywriter,"85,000",USD,Female,White,Heterosexual,5,USA,New York,,,,,,
In-house at an FMCG company,Creative - Copywriting,Senior Copywriter,$120K (freelance),,Cis male,Asian,,7,USA,New York City,In-house,,,,,
Pharma,Creative - Copywriting,Senior copywriter,105k,USD,Woman,White,Heterosexual/Bi,5,USA,NY,In-house,,,,,
Digitas health,Creative - Copywriting,Senior copywriter,110k,USD,Female,White,Heterosexual,4,USA,NYC,In-house,,,,,
R/ga,Creative - Copywriting,Senior copywriter,90000,USD,Female,,,5,USA,Portland,External,,,,,
,Creative - Copywriting,Senior copywriter,"180,000",,Male,,,12,,Sydney,External,,,,,
Havas,Creative - Copywriting,Senior Copywriter,"100,000",USD,Female,White,Bisexual,5,USA,New York,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"€ 100,000",EUR,Male,White,Heterosexual,16,Ireland,Dublin,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"$80,000",USD,Male,White,Heterosexual,5,USA,Chicago,In-house,,,,,
SRG,Creative - Copywriting,Senior Copywriter,"70,000",USD,Female,White,Heterosexual,4.5,USA,Boulder,,,,,,
,Creative - Copywriting,Senior Copywriter,"95,000",USD,Male,White,Heterosexual,5,United States,Chicago,In-house,,,,,
agency in nyc,Creative - Copywriting,Senior copywriter,"100,000",USD,female cis,White,,6,United States,New York,In-house,,,,,
anomaly,Creative - Copywriting,senior copywriter,"100,000",USD,female,White,Heterosexual,6,United States,New York,In-house,,,,,
,Creative - Copywriting,Senior Copywriter,"119,000 + 20% bonus",USD,Male,White,Heterosexual,6,United States,New York,External,,,,,
,Creative - Copywriting,Senior Copywriter,"90,000",USD,Female,White,,5,United States,New York,External,,,,,
,Creative - Copywriting,Senior Copywriter,115000,USD,Female,White,Heterosexual,10,United States,Chicago,In-house,4,,,,
Credit Karma,Creative - Copywriting,Senior Copywriter (Freelance),"120,000 (60/hour)",,Female,White,Bisexual,6,USA,San Francisco,In-house,,,,,
R/GA,Creative - Copywriting,Senior Copywritr,"118,000",,Female,Caucasian,Heterosexual,7,USA,NY,External,,,,,
,Creative - Copywriting,Senior Creative,"48,000",GBP,Female,White,Lesbian,6,UK,London,External,,,,,
The & Partnership,Creative - Copywriting,Senior Creative,"£68,000",GBP,Female,White,Heterosexual,16,UK,London,In-house,4,,,,
The Tab Media,Creative - Copywriting,Senior Creative,"£22,000",GBP,Female,White,Heterosexual,2,UK,London,In-house,3,No,0,0,0
Wunderman Thompson,Creative - Copywriting,Senior Creative (Copywriter),"110,000",AUD,Male,White,Heterosexual,7,Australia,Melbourne,In-house,,,,,
Atlanta Agency,Creative - Copywriting,Senior CW,95000,,Male,White,Heterosexual,4.5,USA,Atlanta,External,,,,,
,Creative - Copywriting,Senior Freelance Copywriter,$700/day,CAD,Female,White,Heterosexual,10,Canada,Toronto,External,,,,,
,Creative - Copywriting,"Senior Manager, Copywriting",90000,USD,female,white,Bisexual,10,United States,Portland,In-house,,,,,
,Creative - Copywriting,Senior Writer,130000,USD,Female,White,Heterosexual,6.5,USA,LOS ANGELES,In-house,,,,,
,Creative - Copywriting,Senior writer,"$100,000",,Female,White,Heterosexual,4,Canada,Toronto,External,,,,,
Cincinnati Advertising/Marketing Agency,Creative - Copywriting,Senior Writer,"70,000",USD,Female,Hispanic,Heterosexual,15,USA,Cincinnati,In-house,,,,,
L'Oreal,Creative - Copywriting,SEO Copywriter,$60/hour,,Female,Indian,Heterosexual,13,USA,New York City,In-house,,,,,
DeVries Global,Creative - Copywriting,Specialist,"52,000",,Male,Asian,Queer,3,USA,New York,,,,,,
Havas,Creative - Copywriting,Sr copywriter,"85,000",,Female,White,Heterosexual,5,USA,Chicago,External,,,,,
,Creative - Copywriting,Sr Copywriter,"$125,000",USD,M,White,Heterosexual,30,United States,Washington DC,In-house,,,,,
22squared,Creative - Copywriting,Sr copywriter,"100,000",,Female,White,,5,Usa,Atlanta,In-house,,,,,
Hello Design,Creative - Copywriting,Sr.,"$76,000",,Female,White,,9,USA,Culver City,In-house,,,,,
Leo Burnett,Creative - Copywriting,Sr. Copywriter,120000,,Male,Not White,,5,USA,Chicago,External,,,,,
Cavalry,Creative - Copywriting,Sr. Copywriter,"$95,000",,Male,White,Heterosexual,5,USA,Chicago,External,,,,,
,Creative - Copywriting,Sr. Copywriter,"88,000",USD,Cis woman,White,gay,7,USA,Chicago,External,,,,,
McCann,Creative - Copywriting,Sr. Copywriter,"75,000",USD,Female,Hispanic,Heterosexual,7,USA,Los Angeles,,,,,,
n/a,Creative - Copywriting,Sr. Copywriter,"68,000",,Female,,,4,USA,New York,,,,,,
Vayner,Creative - Copywriting,Sr. Copywriter,"105,000",,Female,Latinx,Cis,5,USA,"New York, New York",,,,,,
,Creative - Copywriting,Sr. Copywriter,"77,000",,Male,White,Gay,5,USA,NYC,,,,,,
,Creative - Copywriting,Sr. Copywriter,85000,USD,M,White,Heterosexual,8,United States,Atlanta,External,,,,,
,Creative - Copywriting,Sr. Copywriter,"172,000",USD,,,,8,United States,New York,In-house,,,,,
,Creative - Copywriting,Sr. Copywriter,"90,000",USD,Female,White,Heterosexual,10,United States,Miami,External,5,,,,
,Creative - Copywriting,Sr. Copywriter,"97,500",USD,Male,Latinx,Heterosexual,5,United States,Los Angeles,External,2,No,,,10+
Serviceplan,Creative - Copywriting,Sr. Copywriter,52800,EUR,female,White,Heterosexual,13,Germany,Hamburg,In-house,4,Yes,2,6,10+
,Creative - Copywriting,Sr. Copywriter,"150,000",USD,Male,,Heterosexual,6,United States,San Francisco,External,5,Yes,0,0,0
,Creative - Copywriting,Sr. Writer,"125,000",USD,Dude,Caribbean,Heterosexual,9,USA,New York,External,,,,,
Leo Burnett,Creative - Copywriting,"SVP, Creative Director","280,000",,Male,White,,15,USA,Chicago,In-house,,,,,
Digitas,Creative - Copywriting,SVP/Group Creative Director,270000,USD,Male,White,Lesbian,16,United States,boston,External,5,,,,
R/GA,Creative - Copywriting,Verbal Designer,"$85,000",USD,Male,African American,Heterosexual,4,USA,New York City,,,,,,
Arc Worldwide,Creative - Copywriting,VP CD,155000,USD,Female,White,Heterosexual,20,United States,Chicago,External,6,Yes,0,4,1
,Creative - Copywriting,VP Creative Director,185000,USD,M,W,Heterosexual,23,USA,San Francisco,External,,,,,
,Creative - Copywriting,VP Creative Director,"190,000",USD,male,White,Heterosexual,20,United States,New York,In-house,,,,,
,Creative - Copywriting,VP Creative Director,"180,000",USD,Female,White,Heterosexual,8,United States,Atlanta,External,2,No,2,0,10+
Google,Creative - Copywriting,Writer,"145,600",USD,Male,Black,Heterosexual,1,USA,SAN FRANCISCO,In-house,,,,,
,Creative - Copywriting,Group creative director,"130,000",USD,Female,White,Heterosexual,16,United States,Philadelphia,In-house,3,Yes,0,0,10+
healthcare,Creative - Copywriting,Brand identity director,"152,000",USD,Female,White,Heterosexual,15,United States,Dallas,In-house,4,Yes,0,0,2
Publicis,Creative - Copywriting,ACD,"165,000",USD,tomboy-ish female,White,Heterosexual,14,United States,Seattle,In-house,8,Yes,3,,
,Creative - Copywriting,Copy Lead,"$90,000",AUD,Female,White,,17,Australia,Sydney,In-house,5,No,10+,10+,6
Independent agency,Creative - Copywriting,Copywriter,17500,USD,Cis male,White,Heterosexual,5,Russia,Moscow,In-house,4,No,2,3,10+
McCANN Kyiv,Creative - Copywriting,Creative Copywriter,1245,USD,Woman,White,Bisexual,4,Ukraine,Kyiv,In-house,4,No,0,0,5
,Creative - Copywriting,Senior Copywriter,"90,000",USD,Female,White,Heterosexual,6,United States,Chicago,External,5,Yes,0,0,2
,Creative - Copywriting,Lead Writer,"150,000",USD,Female,Black,Heterosexual,6,United States,Portland,External,5,Yes,0,0,0
,Creative - Copywriting,Creator,"1,000$",USD,Female,White,Heterosexual,3,Ukraine,Kyiv,In-house,3,Yes,0,0,0
,Creative - Copywriting,Creative Copywriter,840 (10080 year),USD,Male,White,Heterosexual,5,Ukraine,Kyiv,In-house,5,No,0,0,0
Minneapolis agency,Creative - Copywriting,Creative Director,"89,000",USD,Female,White,Heterosexual,18,United States,Minneapolis,External,5,Yes,0,0,0
Minneapolis agency,Creative - Copywriting,Creative Director,"89,000",USD,Female,White,Heterosexual,18,United States,Minneapolis,External,5,Yes,0,0,0
,Creative - Copywriting,Content editor,960,USD,Female,White,Heterosexual,5,Ukraine,Kyiv,External,6,No,0,0,0
,Creative - Copywriting,Junior Copywriter,2500,PLN,female,White,Heterosexual,1,Poland,Warsaw,In-house,2,No,0,0,1
McCann,Creative - Copywriting,Junior Copywriter,3800 PLN NETTO for a month,PLN,woman,White,Heterosexual,2,Poland,Warsaw,In-house,3,No,0,0,1
,Creative - Copywriting,Creative Copywriter,"1,000$",USD,woman,White,Heterosexual,7,Ukraine,Kyiv,both,4,Yes,,,
Digital agency,Creative - Copywriting,Middle Creative Copywriter,$900/month,USD,Female,White,Heterosexual,3,Ukraine,Kyiv,External,1,Yes,0,3,9
M&C Saatchi,Creative - Copywriting,Senior copywriter,40555,USD,Male,White,Gay,15,Australia,Sydney,In-house,5,No,0,0,2
,Creative - Copywriting,Associate Creative Director,95000,USD,male,Latinx,Heterosexual,18,United States,Dallas,,7,No,2,3,4
,Creative - Copywriting,Creative Director,230000,USD,male,White,Heterosexual,12,United States,Los Angeles,External,5,No,5,4,5
H&S,Creative - Copywriting,Associate Copywriter,50k,USD,Female,White,,1,United States,New York,External,1,Yes,,,
Jung von Matt,Creative - Copywriting,Junior,32000 Euros/Year,EUR,,,,2,Germany,Hamburg,External,3,No,0,0,0
GlynnDevins,Creative - Copywriting,Senior Copywriter,"60,000",USD,,White,,10,United States,Kansas City,In-house,7,No,0,1,0
,Creative - Copywriting,Junior copywriter,720 USD,UAH,Female,White,Heterosexual,2,Ukraine,Kyiv,External,2,Yes,0,0,0
VICE,Creative - Copywriting,Creative Director,84,EUR,,White,Bisexual,14,Germany,Berlin,In-house,6,No,3,2,5
BBDO Moscow,Creative - Copywriting,Copywriter,1865 USD,USD,Female,White,Heterosexual,5,Russia,Moscow,In-house,5,No,0,0,0
,Creative - Copywriting,Sr copywriter,110000,USD,,,,5,United States,New York,External,3,Yes,0,0,2
,Creative - Copywriting,Associate Creative Director,"$105,000",USD,Female,White,Heterosexual,7,United States,Boston,In-house,3,No,1,0,10+
,Creative - Copywriting,ECD,350k,USD,Female,White,Heterosexual,20,United States,New York,In-house,5,No,10+,10+,10+
,Creative - Copywriting,Junior Copywriter,"50,000",USD,Female,Latinx,Heterosexual,1,United States,Washington D.C,In-house,1,Yes,1,0,0
,Creative - Copywriting,Associate Copywriter,"50,000",USD,Male,Latinx,Heterosexual,2,United States,Nashville,,2,Yes,0,0,0
,Creative - Copywriting,Senior copywriter,80000,USD,,Asian,,4,United States,Boston,External,2,Yes,0,0,3
,Creative - Copywriting,Senior Copywriter,"200,000",USD,Male,Asian,Heterosexual,16,United States,San Francisco,In-house,8,Yes,0,1,6
,Creative - Copywriting,Senior Copywriter,"200,000",USD,Male,Asian,Heterosexual,16,United States,San Francisco,In-house,8,Yes,2,2,8
A digital marketing agency,Creative - Copywriting,Lead Copywriter / Editor,"23,000 a year",USD,Woman,Latinx,Lesbian,3,United States,"Orange County, Ca",In-house,3,No,0,0,2
Ogilvy,Creative - Copywriting,Creative Director,$235,USD,,,,18,United States,New York,External,9,Yes,10+,10+,10+
An international niche hospitality company,Creative - Copywriting,Sr. Copywriter,"61,000",USD,cis female,White,Heterosexual,7,United States,Chicago,In-house,3,No,,,
,Creative - Copywriting,Mid-Weight Creative,"37,000",GBP,Female,White,Heterosexual,4,UK,London,External,2,No,0,0,1
,Creative - Copywriting,SBP GCD,"220,000",USD,Male,White,,20,United States,Detroit,,3,,1,8,10+
Publicis,Creative - Copywriting,Copywriter,32400,EUR,female,White,,2,France,Paris,In-house,3,No,0,0,0
,Creative - Copywriting,Senior Writer,"$67,000",USD,Female,White,Heterosexual,7,United States,Chicago,In-house,4,No,0,0,0
,Creative - Copywriting,Senior Copywriter,"67,000",USD,Female,White,Heterosexual,7,United States,Chicago,External,2,No,0,0,0
,Creative - Copywriting,baller,450000,USD,,,Pansexual,15,United States,Los Angeles,External,14,Yes,10+,10+,10+
,Creative - Copywriting,Associate Creative Director,"90,000",USD,female,Jewish,Heterosexual,10,United States,Cincinnati,,2,,,,
WPP,Creative - Copywriting,Copywriter,"3,900",SGD,Female,Chinese,Queer,4,Singapore,Singapore,External,2,No,0,3,4
,Creative - Copywriting,SEO Copywriter,62.5k,CAD,Female,American Indian or Alaska Native,Heterosexual,10,Canada,Montreal,In-house,5,No,0,0,0
,Creative - Copywriting,Senior copywriter,"110,000",USD,Female,White,Heterosexual,5,United States,New York,External,3,,,,
,Creative - Copywriting,Senior copywriter,"110,000",USD,Female,White,Heterosexual,5,United States,New York,External,3,,,,
TBWA,Creative - Copywriting,Jr. Copywriter,55000 + OT,USD,,White,Heterosexual,1,United States,New York,,1,,,,
Anomaly,Creative - Copywriting,Jr,60000,USD,Male,White,Heterosexual,2,United States,New York,,1,Yes,0,0,0
,Creative - Copywriting,lead copywriter,30000,USD,,White,Heterosexual,15,Ukraine,Kyiv,,5,,0,10+,10+
,Creative - Copywriting,Senior copywriter,"$67,000",USD,Female,White,Heterosexual,7,United States,"Manchester, NH",In-house,5,Yes,0,0,0
,Creative - Copywriting,junior content marketer,2 000,USD,Female,White,Heterosexual,1,Russia,Austin,In-house,1,No,0,0,0
DDB,Creative - Copywriting,Senior Copywriter,"125,000",USD,Female,White,Heterosexual,11,United States,New York,,5,Yes,0,0,0
The Infinite Agency,Creative - Copywriting,Senior Copywriter,"82,000",USD,Male,White,Heterosexual,7,United States,Dallas,External,4,No,0,0,10+
,Creative - Copywriting,Senior Creative,"115,000",USD,,,,6,United States,New York,,3,Yes,2,5,
n/a,Creative - Design,Designer,"75,000",,Male,White,Gay,6,,SF Bay Area,,,,,,
n/a,Creative - Design,Graphic Designer,35000,,,,,2,USA,Brooklyn,In-house,,,,,
Real estate marketing firm,Creative - Design,Graphic Designer,"52,500",,Female,White,Heterosexual,3,USA,Washington DC,In-house,,,,,
AKQA,Creative - Design,Senior Designer,"£42,000",,Male,Black / African,Heterosexual,6,UK,London,In-house,,,,,
R/GA,Creative - Design,Senior Experience Designer,"110,000",,Femalr,Asian,Bisexual,3,USA,New York,External,,,,,
,Creative - Design,Senior Social Designer,75000,,Female,White,Gay,4,USA,New York,External,,,,,
,Creative - Experience Design,ACD,"$155,000",USD,Female,Asian,Heterosexual,5,United States,New York,External,6,Yes,4,4,
,Creative - Experience Design,Apprentice product designer,"$48,000",,F,W,,1,USA,Austin,In-house,,,,,
,Creative - Experience Design,Art Director,73000,USD,Male,Caucasian,Heterosexual,10,USA,Milwaukee,,,,,,
,Creative - Experience Design,Associate Creative Director (Digital),150000,USD,Female,White,Heterosexual,20,United States,San Francisco,External,10,,,,
,Creative - Experience Design,Creative,76000,USD,M,White,Heterosexual,5,United States,Los Angeles,External,3,Yes,1,1,1
Sapient Razorfish,Creative - Experience Design,Creative Director,"225,000",USD,Female,White,,20,United States,New York,External,,,,,
,Creative - Experience Design,Creative Director,265,USD,Female,White,Heterosexual,13,United States,New York,External,8,Yes,10+,8,4
,Creative - Experience Design,Customer Experience Manager,93500,USD,Femail,White,,7,USA,"Cincinnati, Ohio",In-house,,,,,
GumGum,Creative - Experience Design,Design Engineer,96000,USD,Male,White,Heterosexual,3,United States,Los Angeles,In-house,,,,,
,Creative - Experience Design,Design Lead,"150,000",USD,Female,White,Heterosexual,8,USA,New York City,"Agency Designer or In House Designer? This is confusing. Perhaps this should this be called ""Real Creative Industry Salaries""? Not everyone is agency. Also, what about consultancy?",,,,,
,Creative - Experience Design,Design Lead,"110,00",USD,Male,White,Gay,7,USA,Chicago,In-house,,,,,
,Creative - Experience Design,Designer,"65,000",USD,Female,White,Heterosexual,2,USA,Chicago,External,,,,,
,Creative - Experience Design,Designer,"100,000",,,,,5,USA,New York,In-house,,,,,
,Creative - Experience Design,Designer,67000,,Male,Latino,Heterosexual,2,USA,San Antonio,In-house,,,,,
Burson Marsteller,Creative - Experience Design,Designer,80000,USD,LGBTQ+,Asian,Pansexual,12,United States,New York,In-house,5,No,0,0,2
,Creative - Experience Design,Digital Producer,100000,AUD,F,Asian,,15,Australia,AU,In-house,7,Yes,1,,
,Creative - Experience Design,ECD,265000,USD,MALE,WHITE,Heterosexual,15,USA,NYC,In-house,,,,,
,Creative - Experience Design,Executive Creative Directoe,300000,,,,,12,USA,New York,In-house,,,,,
,Creative - Experience Design,Executive Creative Director,350000,USD,male,white,Heterosexual,14,USA,NYC,In-house,,,,,
Isobar,Creative - Experience Design,Experience Designer,72000,AUD,Cis woman,White,Bi,4,Australia,Melbourne,In-house,,,,,
,Creative - Experience Design,Experience Designer,"64,500/yr",,Female,Asian,,1,USA,NYC,In-house,,,,,
Isobar Australia,Creative - Experience Design,Experience Designer,80000,AUD,Male,Asian,Heterosexual,3.5,Australia,Melbourne,In-house,2,No,,,
Aisle Rocket Studios,Creative - Experience Design,Interactive Designer,38k,USD,,White,,2,United States,Chicago,External,3,,,,
,Creative - Experience Design,Jr Creative Designer,"50,000",USD,Female,Black,Heterosexual,1,USA,chicago,In-house,,,,,
,Creative - Experience Design,Lead Content Strategist,"125,000",USD,female,White,Heterosexual,10,United States,Chicago,agency,12,Yes,,,
,Creative - Experience Design,Lead Experience Designer,100K,,female,white,Heterosexual,8,USA,Chicago,,,,,,
,Creative - Experience Design,Product Designer,"85,000 base. + 10% bonus",USD,Female,White,Heterosexual,4,United States,Chicago,In-house,,,,,
,Creative - Experience Design,Product Interface Designer,"$80,000",USD,Male,White,Heterosexual,6,United States,Miami,In-house,10,,,,
,Creative - Experience Design,Program Manager,"115,000",USD,Female,White,Heterosexual,4,United States,Seattle,In-house,3,Yes,,,
Lipman Hearne,Creative - Experience Design,Senior Art Director,"105,000",USD,Female,White,,12,United States,Chicago,External,4,No,0,1,0
Nava PBC,Creative - Experience Design,Senior Designer,148000,USD,Female,Multiracial,Heterosexual,10,United States,Los Angeles,In-house,5,Yes,,,5
,Creative - Experience Design,Senior Designer,"112,000",USD,Male,White,Gay,5,USA,Los Angeles,External,,,,,
,Creative - Experience Design,Senior Digital Designer,"82,000",USD,Female,Black,Heterosexual,6,USA,New York,In-house,,,,,
R/GA,Creative - Experience Design,Senior Experience (UX) Designer,"$105,000",,Women,Black,Queer,3,USA,New York,External,,,,,
,Creative - Experience Design,Senior Experience Designer,"90,000",USD,Female,White,Heterosexual,3.5,USA,Chicago,External,,,,,
"105,000",Creative - Experience Design,Senior Experience Designer,"105,000",USD,Male,White,Heterosexual,5,United States,New York,External,2,,,,
,Creative - Experience Design,Senior Product Designer,"135,000",,Female,Asian,Heterosexual,14,USA,Austin,In-house,,,,,
Beyond,Creative - Experience Design,Senior Product Designer,$90/hour,USD,Male,White,Gay,5,United States,New York,In-house,,,,,
,Creative - Experience Design,Senior UI,"120,000",USD,,,,10,United States,Chicago,,,,,,
Simple Thread,Creative - Experience Design,Senior UI/UX Designer,"$90,000",USD,,Black,Heterosexual,6,United States,Charlotte,In-house,,,,,
,Creative - Experience Design,Senior UX designer,"108,000",USD,Female,Asian,Heterosexual,16,United States,Chicago,,3,Yes,0,0,0
Freelance,Creative - Experience Design,Sr Product Designer,$110/hr,USD,Female,White,Heterosexual,7,USA,"Brooklyn, NY",Freelance for both,,,,,
Medium Global Consultancy/Branding Agency,Creative - Experience Design,Sr. Experience Designer,"$71,000",,He/Him,Other,Male,5,USA,"Richmond, Va",External,,,,,
LaunchPad Lab,Creative - Experience Design,UI UX Web Designer and Front End Dev,"70,000",USD,Female,White,Heterosexual,2.5,USA,Chicago,External,,,,,
